Day;ET
98.26086957;0.56187291
119.1304348;0.667112598
131.3043478;0.822519509
138.2608696;1.105462653
145.2173913;1.465328874
157.3913043;1.646376812
176.5217391;2.00780379
186.9565217;2.188628763
200.8695652;2.113489409
214.7826087;2.115273133
232.173913;1.938015608
239.1304348;1.708138239
246.0869565;1.375696767
254.7826087;0.99219621
261.7391304;0.659754738
270.4347826;0.404459309
280.8695652;0.431438127
289.5652174;0.432552954
300;0.35696767
308.6956522;0.358082497
