Date,GPP_RO2,GPP_RO3
2015-04-11,2.69,2.48
2015-04-12,1.35,0.93
2015-04-13,1.85,1.25
2015-04-14,1.66,1.25
2015-04-15,2.15,1.69
2015-04-16,2.53,1.56
2015-04-17,3.23,2.63
2015-04-18,2.68,2.17
2015-04-19,3.44,2.99
2015-04-20,3.82,3.28
2015-04-21,4.10,3.81
2015-04-22,3.53,3.26
2015-04-23,3.72,3.72
2015-04-24,3.50,3.04
2015-04-25,2.74,2.66
2015-04-26,1.46,1.47
2015-04-27,3.37,3.13
2015-04-28,3.77,3.40
2015-04-29,3.95,2.84
2015-04-30,3.29,2.40
2015-05-01,2.61,2.06
2015-05-02,2.81,2.07
2015-05-03,4.37,4.11
2015-05-04,3.94,3.38
2015-05-05,3.03,2.51
2015-05-06,2.54,2.22
2015-05-07,5.35,4.98
2015-05-08,4.25,3.89
2015-05-09,4.76,4.51
2015-05-10,4.08,4.47
2015-05-11,4.71,4.10
2015-05-12,4.51,4.65
2015-05-13,3.46,3.30
2015-05-14,5.58,5.14
2015-05-15,4.07,3.47
2015-05-16,4.69,4.50
2015-05-17,3.84,3.23
2015-05-18,3.98,3.76
2015-05-19,5.42,4.71
2015-05-20,3.63,3.49
2015-05-21,4.91,5.31
2015-05-22,5.06,4.81
2015-05-23,3.58,3.97
2015-05-24,6.05,6.02
2015-05-25,3.77,3.54
2015-05-26,3.74,4.15
2015-05-27,3.07,3.11
2015-05-28,6.19,5.84
2015-05-29,5.65,4.83
2015-05-30,7.10,6.23
2015-05-31,5.25,4.59
2015-06-01,4.82,4.93
2015-06-02,7.23,7.13
2015-06-03,5.56,5.35
2015-06-04,7.90,6.39
2015-06-05,7.25,6.35
2015-06-06,3.07,2.97
2015-06-07,5.81,5.30
2015-06-08,7.58,5.88
2015-06-09,6.93,6.36
2015-06-10,6.46,5.67
2015-06-11,8.11,6.52
2015-06-12,7.83,6.22
2015-06-13,7.08,6.35
2015-06-14,6.75,5.69
2015-06-15,7.52,6.20
2015-06-16,7.32,6.61
2015-06-17,7.95,6.97
2015-06-18,7.56,6.57
2015-06-19,8.26,6.45
2015-06-20,8.13,6.00
2015-06-21,7.78,6.11
2015-06-22,6.69,5.76
2015-06-23,7.12,6.37
2015-06-24,4.72,3.96
2015-06-25,3.91,3.98
2015-06-26,5.23,4.59
2015-06-27,8.31,7.30
2015-06-28,7.61,7.55
2015-06-29,8.22,7.78
2015-06-30,7.75,6.97
2015-07-01,8.73,8.48
2015-07-02,7.98,8.91
2015-07-03,6.74,8.31
2015-07-04,8.88,8.88
2015-07-05,8.20,7.11
2015-07-06,8.04,7.36
2015-07-07,2.68,2.25
2015-07-08,8.45,8.13
2015-07-09,3.79,2.82
2015-07-10,7.05,5.96
