Day;ET
94.43407380906046;0.18062363834422612
103.05438120573558;0.3086728647220198
116.96661741500748;0.49582173404341034
131.23293645237254;1.2247173303477776
143.20093604193085;1.4512659616315666
155.89641489648147;1.7861639383119492
173.74218943239111;1.9634628671427432
186.4119168085349;2.2589610818607273
196.42924190877852;2.5150595346163165
208.47449593355736;2.859807451787299
216.8308506765627;2.5840091180505116
222.48330018685465;2.190011498426532
226.11425864221292;1.717214354877754
235.86119321918522;1.5596153070281602
254.09323993119688;1.323216735253773
261.065452709837;0.9390690561203918
264.7929792092207;0.6140210199306075
279.75458816356945;0.39732232913741505
290.0938067438981;0.14122387638182765
301.82360515819346;0.0033247095134374405
