Day;ET
99.554807057988;0.20276717557251622
110.7177058640168;0.26903095843935354
119.69446619255814;0.41260248798416477
127.34028729257761;0.8543610404297404
135.08238910274576;1.483866977664686
146.25661505114454;1.5722186881538018
159.662288046512;1.671614362454056
171.5557875354316;1.715790217698613
183.48893202264753;1.8372738196211458
196.10170505208703;1.8372738196211458
208.72014165271162;1.848317783432286
225.72784592186645;1.7378781453208916
231.5726513849927;1.5611747243426617
237.3778118498226;1.3071635566864543
249.12972205911183;1.075240316652529
257.93091168091223;0.8764489680520189
269.6545040342753;0.5893059089623947
276.9888287191093;0.4236464517953067
289.5109846095852;0.24694303081707503
299.07675634138786;0.09232753746112365
305.6974710568861;-0.01811210065027069
