Nr,Date,SWRos2,SWRos3
1769,2018-11-04,26.20136599,17.4371058
1770,2018-11-05,26.00091066,17.2247372
1771,2018-11-06,25.93026351,17.14857306
1772,2018-11-07,25.98997364,17.20282003
1773,2018-11-08,25.86037894,17.06930429
1774,2018-11-09,25.96679241,17.17305411
1775,2018-11-10,26.35359204,17.55801886
1776,2018-11-11,26.7326424,17.93578801
1777,2018-11-12,27.25172133,18.45407513
1778,2018-11-13,26.7249825,17.92681673
1779,2018-11-14,26.34998833,17.55121116
1780,2018-11-15,26.20971541,17.41112153
1781,2018-11-16,26.0530102,17.25404806
1782,2018-11-17,25.9020068,17.10269871
1783,2018-11-18,25.80133787,17.00179914
1784,2018-11-19,25.73422525,16.93453276
1785,2018-11-20,25.6894835,16.88968851
1786,2018-11-21,25.65965566,16.85979234
1787,2018-11-22,25.63977044,16.83986156
1788,2018-11-23,25.62651363,16.82657437
1789,2018-11-24,25.61767575,16.81771625
1790,2018-11-25,25.61178384,16.81181083
1791,2018-11-26,25.60785589,16.80787389
1792,2018-11-27,25.60523726,16.80524926
1793,2018-11-28,25.60349151,16.80349951
1794,2018-11-29,25.60232767,16.802333
1795,2018-11-30,25.60155178,16.80155534
1796,2018-12-01,25.60103452,16.80103689
1797,2018-12-02,25.60068968,16.80069126
1798,2018-12-03,25.60045979,16.80046084
1799,2018-12-04,25.60030652,16.80030723
1800,2018-12-05,25.60020435,16.80020482
1801,2018-12-06,25.60013623,16.80013655
1802,2018-12-07,25.60009082,16.80009103
1803,2018-12-08,25.60006055,16.80006069
1804,2018-12-09,25.60004037,16.80004046
1805,2018-12-10,25.60002691,16.80002697
1806,2018-12-11,25.60001794,16.80001798
1807,2018-12-12,25.60001196,16.80001199
1808,2018-12-13,25.60000797,16.80000799
1809,2018-12-14,25.60000532,16.80000533
1810,2018-12-15,25.60000354,16.80000355
1811,2018-12-16,25.60000236,16.80000237
1812,2018-12-17,25.60000157,16.80000158
1813,2018-12-18,25.60000105,16.80000105
1814,2018-12-19,25.6000007,16.8000007
1815,2018-12-20,25.60000047,16.80000047
1816,2018-12-21,25.60000031,16.80000031
1817,2018-12-22,25.60000021,16.80000021
1818,2018-12-23,25.60000014,16.80000014
1819,2018-12-24,25.60000009,16.80000009
1820,2018-12-25,25.60000006,16.80000006
1821,2018-12-26,25.60000004,16.80000004
1822,2018-12-27,25.60000003,16.80000003
1823,2018-12-28,25.60000002,16.80000002
1824,2018-12-29,25.60000001,16.80000001
1825,2018-12-30,25.60000001,16.80000001
1826,2018-12-31,25.60000001,16.80000001
