Date,GPP_RO2,GPP_RO3
2018-07-19,8.03,5.71
2018-07-20,7.67,5.77
2018-07-21,7.72,4.84
2018-07-22,6.39,3.83
2018-07-23,6.28,4.39
2018-07-24,8.29,5.97
2018-07-25,7.19,5.44
2018-07-26,7.52,4.93
2018-07-27,8.24,6.84
2018-07-28,8.63,6.27
2018-07-29,4.13,2.68
2018-07-30,5.10,3.94
2018-07-31,7.33,5.92
2018-08-01,6.71,5.98
2018-08-02,6.60,5.01
2018-08-03,6.79,5.32
2018-08-04,8.94,7.14
2018-08-05,7.13,5.95
2018-08-06,7.79,5.99
2018-08-07,8.97,8.53
2018-08-08,8.73,7.69
2018-08-09,7.30,6.64
2018-08-10,3.74,3.28
2018-08-11,8.12,7.42
2018-08-12,8.49,7.48
2018-08-13,7.18,6.68
2018-08-14,6.20,5.26
2018-08-15,7.14,6.98
2018-08-16,6.23,5.18
2018-08-17,6.73,6.22
2018-08-18,6.52,5.93
2018-08-19,7.21,6.29
2018-08-20,7.84,6.75
2018-08-21,7.97,6.48
2018-08-22,5.10,4.45
2018-08-23,7.15,6.35
2018-08-24,2.23,1.98
2018-08-25,5.72,5.75
2018-08-26,4.08,3.87
2018-08-27,7.79,6.87
2018-08-28,6.75,5.73
2018-08-29,6.47,5.54
2018-08-30,6.63,5.16
2018-08-31,8.36,6.39
2018-09-01,7.24,5.86
2018-09-02,7.83,5.91
2018-09-03,6.38,5.69
2018-09-04,6.11,4.18
2018-09-05,7.27,4.85
2018-09-06,6.25,4.49
2018-09-07,6.48,5.23
2018-09-08,5.80,4.72
2018-09-09,2.68,2.26
2018-09-10,3.58,3.06
2018-09-11,3.06,2.41
2018-09-12,4.13,2.86
2018-09-13,5.23,4.85
2018-09-14,5.06,4.44
2018-09-15,4.81,4.03
2018-09-16,5.39,4.60
2018-09-17,4.41,2.90
2018-09-18,5.26,4.49
2018-09-19,1.29,1.27
2018-09-20,2.94,2.69
2018-09-21,3.64,3.35
2018-09-22,3.69,2.54
2018-09-23,4.59,4.41
2018-09-24,4.82,3.74
2018-09-25,3.62,3.22
2018-09-26,2.13,2.00
2018-09-27,3.84,3.44
2018-09-28,3.36,2.22
2018-09-29,2.08,1.42
2018-09-30,3.48,3.30
2018-10-01,3.30,2.87
2018-10-02,3.18,2.35
2018-10-03,1.39,1.03
2018-10-04,2.47,1.91
2018-10-05,2.79,2.35
2018-10-06,3.00,2.54
2018-10-07,2.45,1.45
2018-10-08,0.92,0.60
2018-10-09,2.47,1.78
2018-10-10,2.72,2.53
2018-10-11,3.21,2.75
2018-10-12,1.97,1.88
2018-10-13,2.07,1.89
2018-10-14,2.26,2.13
2018-10-15,1.42,1.23
2018-10-16,2.83,2.45
2018-10-17,0.72,0.99
2018-10-18,2.30,1.97
2018-10-19,2.16,1.94
2018-10-20,1.21,1.20
2018-10-21,0.58,0.90
2018-10-22,1.73,1.21
2018-10-23,0.87,0.70
2018-10-24,1.13,1.00
2018-10-25,0.83,0.49
2018-10-26,1.05,0.95
2018-10-27,0.78,0.33
2018-10-28,0.21,0.30
2018-10-29,0.07,-0.07
2018-10-30,0.20,0.12
2018-10-31,0.33,0.39
2018-11-01,0.92,0.70
2018-11-02,0.20,0.36
2018-11-03,0.65,0.35
2018-11-04,0.32,0.26
2018-11-05,0.71,0.47
2018-11-06,0.21,0.20
2018-11-07,0.13,0.06
2018-11-08,0.17,0.12
2018-11-09,0.25,0.01
2018-11-10,0.19,0.27
2018-11-11,0.27,0.07
2018-11-12,0.19,0.01
2018-11-13,0.29,0.10
2018-11-14,0.48,0.27
2018-11-15,0.15,0.19
2018-11-16,0.12,0.16
2018-11-17,0.41,0.22
2018-11-18,0.28,0.18
2018-11-19,0.49,-0.18
2018-11-20,0.24,0.06
2018-11-21,0.01,-0.17
2018-11-22,0.14,-0.25
2018-11-23,-0.01,-0.29
2018-11-24,0.08,0.18
2018-11-25,0.16,0.02
2018-11-26,0.23,0.12
2018-11-27,-0.24,-0.12
2018-11-28,-0.34,-0.38
2018-11-29,0.12,0.25
2018-11-30,0.04,0.06
2018-12-01,0.05,-0.11
2018-12-02,0.07,0.07
2018-12-03,0.19,0.21
2018-12-04,0.17,0.11
2018-12-05,-0.10,-0.01
2018-12-06,-0.26,-0.19
2018-12-07,-0.14,-0.18
2018-12-08,0.17,0.06
2018-12-09,0.02,0.21
2018-12-10,0.17,0.03
2018-12-11,-0.17,-0.06
2018-12-12,-0.38,-0.40
2018-12-13,-0.82,-0.17
2018-12-14,-0.55,-0.23
2018-12-15,-0.40,-0.45
2018-12-16,-0.25,-0.34
2018-12-17,0.02,0.03
2018-12-18,-0.02,0.06
2018-12-19,0.00,0.00
2018-12-20,0.08,0.06
2018-12-21,-0.01,0.03
2018-12-22,-0.07,-0.13
2018-12-23,-0.51,-0.35
2018-12-24,-0.65,-0.44
2018-12-25,0.15,-0.03
2018-12-26,-0.04,-0.13
2018-12-27,0.03,-0.07
2018-12-28,0.13,-0.03
2018-12-29,0.23,0.11
2018-12-30,0.21,-0.13
2018-12-31,-0.01,-0.29
