Date	airTmean	airTmax	airTmin	Radiation	VP	Veg	CO2
2018-03-08	-10	-6.4	-12.2	NaN	2.3	0	406.123936561985
2018-03-09	-8.6	-6.4	-11.4	NaN	2.8	0	407.824219671269
2018-03-10	-4.6	-3	-6.6	NaN	4.1	0	410.672729412368
2018-03-11	-6.6	-2.9	-13.7	NaN	3.3	0	409.916725898906
2018-03-12	-8	-2.7	-15.1	NaN	3.3	0	409.070048965169
2018-03-13	-5.5	-3.9	-8.7	NaN	3.6	0	408.982280488885
2018-03-14	-9.4	-3.1	-15.8	NaN	2.3	0	404.794428369261
2018-03-15	-11.2	-4.1	-18.2	NaN	2	0	402.973289606045
2018-03-16	-12.2	-4.8	-19.8	NaN	1.9	0	403.347645028586
2018-03-17	-8.9	-0.7	-18.7	NaN	2.1	0	403.537175138321
2018-03-18	0.6	6.6	-4.4	NaN	4.3	0	402.531117962972
2018-03-19	-2.1	2.3	-7.1	NaN	3.2	0	402.362827050468
2018-03-20	-6.6	-1.7	-13.5	NaN	2.1	0	405.153270551586
2018-03-21	0.1	7.5	-6.9	NaN	4.3	0	402.920445737282
2018-03-22	-1.3	2.7	-9.6	NaN	3.7	0	402.559743085211
2018-03-23	-7.3	-1.2	-14.6	NaN	2.3	0	405.358901418299
2018-03-24	-4.6	-1.9	-7	NaN	4	0	406.222583698314
2018-03-25	-8.6	-4.3	-16.9	NaN	2.7	0	404.879814138677
2018-03-26	-10.2	-2.2	-18.9	NaN	1.8	0	403.655657685332
2018-03-27	-7.1	0.5	-17.3	NaN	2.3	0	403.165864544713
2018-03-28	-3.2	3.1	-9	NaN	2.8	0	403.163705653754
2018-03-29	-3.6	3.6	-12	NaN	2.2	0	403.640715175684
2018-03-30	-4.6	3.8	-11.8	NaN	2.6	0	402.918356788795
2018-03-31	-4.9	4.5	-13.8	NaN	2.4	0	403.726486094977
2018-04-01	-5	4.2	-13.2	NaN	2.7	0	405.631248077323
2018-04-02	-4.9	2.6	-13.8	NaN	2.3	0	404.889769283812
2018-04-03	-3.3	3.2	-8.7	NaN	2.4	0	404.822172216357
2018-04-04	-3.2	-0.7	-8.5	NaN	4.2	0	405.556470249444
2018-04-05	-1.2	0.9	-5.8	NaN	5.3	0	406.508985063879
2018-04-06	-0.3	3.1	-3.6	NaN	4.8	0	404.874559127639
2018-04-07	0.2	6.9	-5.6	NaN	4	0	403.568901043471
2018-04-08	0.4	6.8	-5.5	NaN	3.8	0	403.873691683688
2018-04-09	0.1	4.8	-3.6	NaN	3.3	0	403.641328804302
2018-04-10	-0.9	7	-7.7	NaN	2.6	0	403.849962534465
2018-04-11	-0.2	9.8	-9.9	NaN	2.7	0	404.457193747851
2018-04-12	0.9	11.3	-8.3	NaN	2.7	0	404.872306980051
2018-04-13	2.1	10.9	-6.8	NaN	3	0	404.887549776044
2018-04-14	2.5	13.3	-6	NaN	3.6	0	404.982107334912
2018-04-15	3.7	11.3	-3.2	NaN	4.1	0	405.613753133743
2018-04-16	5.8	13.9	-1.3	NaN	4.7	0	405.094257756821
2018-04-17	5.2	13.7	-1.6	NaN	4.7	0	405.450962030928
2018-04-18	5.4	13.4	-2.9	NaN	5.2	0	405.260916678319
2018-04-19	7.5	14.7	1.8	NaN	6.6	0	403.334220736857
2018-04-20	6.5	12.2	1.5	NaN	7	0	402.172328004359
2018-04-21	5.2	9.4	1.2	NaN	6.7	0	403.080478775297
2018-04-22	3.3	9.7	-1.2	NaN	5.8	0	403.691006610514
2018-04-23	2.2	6.4	-1.4	NaN	6.3	0	403.122649422883
2018-04-24	1.6	5.6	-1.7	NaN	6.4	0	402.974072961728
2018-04-25	4.5	11.5	-2.2	NaN	5.8	0	402.778005562308
2018-04-26	4.2	7.9	-1.7	NaN	5.8	0	402.985855936789
2018-04-27	4.3	11.6	-1	NaN	5.5	0	402.530889484231
2018-04-28	5.4	12.3	-1.4	NaN	5.5	0	402.465936242206
2018-04-29	5	10.8	0.2	NaN	5.5	0	402.272316829294
2018-04-30	4.3	10.2	-1.6	NaN	5.2	0	403.408182569233
2018-05-01	2.4	7.8	-1.5	NaN	6.5	0	402.782477217663
2018-05-02	3.2	5.4	1.4	NaN	7.3	0	403.774074952702
2018-05-03	3.7	6.7	1	NaN	7.5	0	402.806369565986
2018-05-04	3.7	6.7	1.7	NaN	7.2	0	403.249455124023
2018-05-05	8.1	17.6	-0.7	18.7	7.4	1	400.885222393943
2018-05-06	9.7	19.6	0	19.5	6.8	1	402.2913132046
2018-05-07	7.5	16.7	0.1	14.1	6	1	403.255721969485
2018-05-08	6.8	13.9	-1.8	18	5.2	1	402.289126336652
2018-05-09	11.2	19.7	0.7	22.2	7.1	1	401.33979716866
2018-05-10	11	19.6	1.1	23.7	5.7	1	401.76936984117
2018-05-11	13.4	22.7	2	21.6	7.4	1	400.421182071394
2018-05-12	14.6	23.3	3.4	19.9	7.7	1	398.694307108665
2018-05-13	15.9	25.2	5.7	22.6	7.3	1	398.12196786298
2018-05-14	16.2	26.9	3.3	21	8.6	1	397.325989895542
2018-05-15	15.3	26.8	8.3	13.8	12.9	1	398.236305152837
2018-05-16	16.3	25.9	6.2	23.3	8.9	1	399.26674427381
2018-05-17	9.1	14.3	1.9	16.8	5.5	1	401.23894012451
2018-05-18	8.9	15.1	0.8	23.2	4.8	1	402.076086230774
2018-05-19	10.7	19.9	-1.2	22.4	5.8	1	401.188283123694
2018-05-20	13	19.5	5.7	14.8	8.3	1	396.931365144711
2018-05-21	16.7	26.2	5.1	23.5	8.2	1	398.889982830244
2018-05-22	16.6	25.4	7.8	21.6	9.1	1	396.158845882272
2018-05-23	10.4	17.7	1	25.1	5.2	1	401.312347079945
2018-05-24	11.8	21.7	-0.6	23.2	6.2	1	398.351327878916
2018-05-25	17.4	27.6	3.9	23.3	6.6	1	398.599357871956
2018-05-26	14.6	20.4	6.8	23.1	5.9	1	399.813428620886
2018-05-27	12	19.1	2.6	24.8	6.3	1	400.580725512107
2018-05-28	16.1	25.7	4.7	24.6	8	1	398.605135120116
2018-05-29	16.8	25.5	5.9	24.6	7.4	1	398.681512299181
2018-05-30	13.7	20.8	7.2	24.2	7.4	1	398.667966773834
2018-05-31	13.2	19.6	3.6	25.4	6.9	1	398.464751253809
2018-06-01	16.8	24.8	6.5	20.6	10.1	1	396.293452500419
2018-06-02	15.1	20.9	10.4	25.7	7.5	1	399.390220713299
2018-06-03	12.8	18.8	8.8	17.2	7.3	1	399.16846577545
2018-06-04	8.8	13.4	3.4	22.1	4.5	1	401.006544605304
2018-06-05	7.5	11.7	2.1	15.4	4.5	1	400.144690155215
2018-06-06	7.4	11.2	3	14.8	5	1	400.258178809749
2018-06-07	8.5	12.7	2.7	14.2	6.6	1	400.455976119635
2018-06-08	8.7	15.2	1.1	21.4	5.2	1	400.116424070997
2018-06-09	12.3	19.8	3.5	23.2	7.9	1	397.312206565792
2018-06-10	15.4	24.1	5.6	23.3	9.6	1	395.93346792439
2018-06-11	14.9	21.5	7.9	26.3	7.1	1	398.511458836391
2018-06-12	9	13.3	2.7	9.1	8.1	1	398.022383771815
2018-06-13	8.3	14.9	0.3	14.7	7.7	1	397.654500359319
2018-06-14	10.2	15.4	1.8	12.2	8.6	1	397.087285565392
2018-06-15	13.8	21	6.4	14.7	12	1	397.010125030644
2018-06-16	12.9	20.4	3.9	19.8	8.8	1	396.928656039642
2018-06-17	15	21.9	4.5	22.5	7.9	1	397.15876677144
2018-06-18	12.6	17.3	9.2	10	11.8	1	398.300997276301
2018-06-19	10.9	14.1	7.4	8.6	11	1	398.457342014643
2018-06-20	12.1	17.2	5.8	23.3	7.4	1	397.766161183926
2018-06-21	12.3	19.1	4.3	21.9	7.5	1	397.769784203959
2018-06-22	9.4	11.4	7.9	5.7	9.6	1	397.439371304953
2018-06-23	10.8	15.4	6.5	15.4	9.6	1	396.947521855667
2018-06-24	12.9	20.5	4.4	27.6	6.8	1	397.64030203757
2018-06-25	16	22.4	6.4	20.6	10.2	1	397.206290349524
2018-06-26	16.6	23.4	10	24.4	7.8	1	396.061611858155
2018-06-27	15.8	21.8	10.4	26.7	6.7	1	396.711176918227
2018-06-28	11.8	13.7	8.1	6.4	11.7	1	397.76430071418
2018-06-29	11.2	16.3	6.6	15.9	7.8	1	397.182561200302
2018-06-30	11.6	18.3	5	19.5	7.1	1	395.939930608773
2018-07-01	12.9	20.8	2.5	26.4	7.5	1	394.114940346783
2018-07-02	14.2	21.6	3.6	26.9	7	1	394.29269680712
2018-07-03	17.5	25.3	7.5	25	8	1	394.172876027484
2018-07-04	13.8	17.7	10.1	15.1	10.5	1	395.33358067053
2018-07-05	16.3	21.5	11.6	18.6	12.2	1	389.740421095932
2018-07-06	15.2	18.7	12.4	8.4	14.1	1	393.651781299377
2018-07-07	15.7	19.4	11.4	18.8	10.8	1	393.548244951733
2018-07-08	16	22	9.7	24.4	9.8	1	390.589424395833
2018-07-09	17.9	24.1	10	17.6	11.3	1	389.744489686853
2018-07-10	19.1	27.3	10.3	12.2	12.9	1	389.412849086494
2018-07-11	19.2	28.1	9.5	24.2	9.9	1	390.171459027778
2018-07-12	18.9	26.7	8.4	19	10.2	1	391.952695879492
2018-07-13	16	25.7	10.3	15.1	13.7	1	388.691573116414
2018-07-14	19	28.4	8.8	23.4	11.4	1	391.782433521854
2018-07-15	20.3	27	10.8	20.8	11.9	1	392.659041170634
2018-07-16	20.5	28.7	11.1	24.1	12.6	1	393.582748079838
2018-07-17	21.5	29.2	12.3	19	12.9	1	393.449773452696
2018-07-18	22.8	30.8	12.7	21.5	13.5	1	391.658271646143
2018-07-19	21.9	28.4	13.9	23.9	12.3	1	393.032342793269
2018-07-20	21.2	27.8	11.5	20.3	13.1	1	388.163317211774
2018-07-21	20.8	27.8	13.6	15.9	15.9	1	388.252698095172
2018-07-22	18.1	20.8	14.5	7.4	18.7	1	391.976966849729
2018-07-23	18.5	27	13.8	14.5	18.1	1	392.536441343457
2018-07-24	19.4	26.4	12.1	23.3	15.6	1	388.922421422559
2018-07-25	22.2	29.1	16.8	20.9	18	1	387.670025579976
2018-07-26	18.6	24.4	12.9	14.7	17.5	1	389.960522439247
2018-07-27	18.2	24.2	11.5	23	11.9	1	389.97723752963
2018-07-28	20.4	26.5	14	17.4	17.2	1	386.272920416667
2018-07-29	19.6	22.7	16	6.1	21.4	1	388.709847446633
2018-07-30	20.7	24.7	18.8	8.9	22.2	1	393.99874258718
2018-07-31	23.3	28.3	19.3	19.3	21.6	1	392.495535255759
2018-08-01	22.5	27.3	19.4	15.8	21	1	397.493912444362
2018-08-02	21.1	28.1	16.5	16.2	19.2	1	402.278289916375
2018-08-03	19.3	23.7	13.5	17.8	15.5	1	395.225999823437
2018-08-04	17.8	23	11.4	19.5	12.3	1	393.89759178465
2018-08-05	13.9	18.4	7.8	11.7	11.2	1	392.00400567671
2018-08-06	14.4	18.2	10.5	13.3	12.3	1	392.677874346839
2018-08-07	14	21	6.9	21.2	10.1	1	390.783641970462
2018-08-08	17.3	24.9	7.2	18.4	14.7	1	391.76683168784
2018-08-09	20	26.1	13.5	18.2	16.1	1	395.04834128256
2018-08-10	17.6	20.8	13.5	5.5	16.6	1	397.306559876912
2018-08-11	14.3	18.9	7.2	15	10.5	1	392.239554202539
2018-08-12	12.1	18.1	5.5	15.1	9.2	1	391.976020294945
2018-08-13	12.6	18.1	7.3	12.8	10.1	1	391.314411141251
2018-08-14	11.4	14.4	7.4	8.9	9.4	1	392.035751165752
2018-08-15	12.3	18.6	6.9	14.8	9.9	1	388.214052548158
2018-08-16	14.4	19.6	6.2	9.1	13.7	1	392.786434388536
2018-08-17	17.4	22.5	11.1	11.2	15.7	1	396.557541284955
2018-08-18	13.5	20	7	15.2	11.7	1	393.832671182444
2018-08-19	12.3	17.8	5.8	14.6	9.5	1	391.38902577003
2018-08-20	11.5	18	4.5	16.4	8.2	1	389.658638762656
2018-08-21	10.5	16.2	6	16	7.5	1	391.739577438045
2018-08-22	8.5	13	0.8	6.8	9.5	1	392.131287919224
2018-08-23	12.2	18	5.2	15.7	10.3	1	391.716533725045
2018-08-24	11.1	14.7	5.8	2.2	12.8	1	396.118307225691
2018-08-25	12	16.7	4.8	11.3	12.2	1	393.665033066343
2018-08-26	8	12.7	2.1	5.7	10.2	1	389.308171958173
2018-08-27	10	16.5	6.1	13.5	10.1	1	392.64634428061
2018-08-28	11.6	17.1	6.5	7.3	11.5	1	391.388470893088
2018-08-29	12.9	18.1	7.8	8.3	13	1	393.808085865633
2018-08-30	12.8	18.5	6.3	9.2	12.8	1	390.446951967765
2018-08-31	9.2	16.6	3.2	14.7	9.2	1	390.790607308074
2018-09-01	9.8	18.6	0.9	14.9	8.9	1	389.448066227178
2018-09-02	12.1	20.3	4	12.8	10.5	1	388.897203983128
2018-09-03	14.6	21.7	9.6	14.3	12.2	1	394.587728141123
2018-09-04	13.7	21.6	6.9	12.1	12.2	1	396.721360542103
2018-09-05	11.5	18.2	6.3	13.4	9.5	1	391.926538327654
2018-09-06	10	16.8	5.4	9.2	9.6	1	389.26461085425
2018-09-07	10.4	19	3.2	13.4	9.6	1	390.991897078712
2018-09-08	12.7	19	5.2	9.6	12	1	395.753687795207
2018-09-09	13.3	15.2	12.1	2.8	14.4	1	401.128748091808
2018-09-10	13.1	16.8	10.4	6.4	13.4	1	397.024584470954
2018-09-11	11.5	14.3	9.4	5.3	12	1	394.339077991501
2018-09-12	9.3	13.3	7	5.2	10.8	1	394.091439676302
2018-09-13	9.1	15.6	2.2	10.4	9.2	1	392.632570276522
2018-09-14	7	14.3	1.7	8.3	8.1	1	392.782615529583
2018-09-15	7.7	12.4	2	6.3	8.8	1	392.996112592943
2018-09-16	6.7	14.9	0.1	10.2	7.3	1	391.842621350143
2018-09-17	5.9	11.5	0.1	5.5	8.1	1	392.15893384686
2018-09-18	8.4	14.3	1.7	7.7	8.9	1	392.758527342339
2018-09-19	11	14	8.1	2.1	12.5	1	401.067450509635
2018-09-20	11.3	17.5	3.5	8.7	10.8	1	393.458540508379
2018-09-21	7.9	13.8	0.5	6.9	9.6	1	396.777664231798
2018-09-22	9.6	13.1	5	4.6	10.2	1	394.665280353712
2018-09-23	6	11.6	0.9	9.5	6.4	1	393.645514453915
2018-09-24	4.8	8.3	0.2	7.6	5	1	393.012138744619
2018-09-25	4.1	10	-1.9	5.4	6.4	1	393.320389205768
2018-09-26	6.8	9.7	4.5	4.4	7.4	1	394.196344058146
2018-09-27	4	9.7	-3.5	NaN	4.7	0	392.359570821095
2018-09-28	-0.3	7.1	-4.1	NaN	4.8	0	393.481727836587
2018-09-29	0.9	5.2	-4.6	NaN	5.8	0	394.899601622305
2018-09-30	3.5	10	-1	NaN	6.6	0	393.842397848838
2018-10-01	3.4	10	-2.2	NaN	6.4	0	393.914825609669
2018-10-02	2	8	-2.6	NaN	5.3	0	394.84936893915
2018-10-03	0.2	1.5	-1.7	NaN	5.7	0	395.11784451551
2018-10-04	-0.8	6.2	-5.9	NaN	4.8	0	394.96867935069
2018-10-05	3.6	9	-2.1	NaN	6.5	0	394.590750588465
2018-10-06	3.1	10.7	-2.9	NaN	5.4	0	394.816304801376
2018-10-07	-0.2	6.8	-4.5	NaN	4.7	0	394.963804148467
2018-10-08	0.1	4	-5	NaN	6	0	395.94769888596
2018-10-09	1.7	7.2	-1.5	NaN	6.5	0	397.252606254265
2018-10-10	5.8	11.4	2.5	NaN	7.4	0	395.529386951389
2018-10-11	7.4	15.7	0.4	NaN	8.8	0	399.846623317941
2018-10-12	7.2	9.2	6.3	NaN	9.6	0	402.959613521418
2018-10-13	9.8	14.7	6.1	NaN	11.3	0	407.648297568823
2018-10-14	12.7	19.3	5.6	NaN	12.7	0	406.420021970179
2018-10-15	6.5	10.3	4.6	NaN	9.1	0	398.267704659786
2018-10-16	3.3	10.6	-1.1	NaN	6.9	0	395.661415023747
2018-10-17	5	7.6	-0.9	NaN	8.4	0	400.993423397619
2018-10-18	4.6	10	0.5	NaN	6.9	0	397.230574375689
2018-10-19	4.1	10.7	-0.1	NaN	6.3	0	395.738303086952
2018-10-20	2	8.4	-1.9	NaN	6.8	0	398.980728058122
2018-10-21	4	6	-1.9	NaN	7.9	0	400.825948480618
2018-10-22	2.1	6.1	-2	NaN	6.2	0	397.563043583362
2018-10-23	-2.6	2.1	-5.3	NaN	4.8	0	397.341451844613
2018-10-24	-1.7	4.2	-5.4	NaN	4.9	0	397.519469423511
2018-10-25	-1.3	0.2	-3.8	NaN	5.1	0	399.688711868234
2018-10-26	-1.4	1.7	-3.1	NaN	4.7	0	399.063985711267
2018-10-27	-2.3	-0.3	-4.5	NaN	4.2	0	399.895876806492
2018-10-28	-6.3	-0.6	-11.9	NaN	3.4	0	398.483845548575
2018-10-29	-9.1	-2.3	-12.9	NaN	3	0	399.407683017059
2018-10-30	-2.6	-0.2	-5.9	NaN	4.7	0	400.334751827734
2018-10-31	2.4	5	-0.2	NaN	7	0	406.519247023323
2018-11-01	1.1	5.8	-2.9	NaN	6.4	0	402.603088766321
2018-11-02	1.9	3.5	-0.3	NaN	6.7	0	407.331162548639
2018-11-03	0.9	4.6	-2.6	NaN	6.2	0	401.127344579543
2018-11-04	1.6	5	-2.7	NaN	6.6	0	401.760622369379
2018-11-05	0.1	3.7	-1.4	NaN	6	0	401.793288301349
2018-11-06	3.2	5.2	-0.5	NaN	7.4	0	407.164470987321
2018-11-07	3.9	5	2.9	NaN	7.7	0	412.507478980571
2018-11-08	1.9	2.9	1.4	NaN	6.7	0	409.845636370699
2018-11-09	3.4	4.3	1.9	NaN	8.2	0	417.525688123874
2018-11-10	3.1	4	2.3	NaN	8.1	0	419.607129452493
2018-11-11	3.4	4.4	2.4	NaN	8.3	0	414.20837264649
2018-11-12	4.9	6	3.9	NaN	9.2	0	413.604829732776
2018-11-13	3.4	5.7	-0.9	NaN	8.4	0	406.864870078502
2018-11-14	-1.4	0.1	-2.5	NaN	5.9	0	402.520705860355
2018-11-15	0.7	1.8	-0.6	NaN	6.9	0	404.126356531184
2018-11-16	2.1	4.9	-0.1	NaN	7.7	0	403.816408799389
2018-11-17	2.3	4.2	0.4	NaN	7.2	0	400.695062801964
2018-11-18	-1.3	2	-6.3	NaN	5.2	0	400.888616935235
2018-11-19	-7.5	-5.7	-8.9	NaN	3.4	0	401.330396900467
2018-11-20	-5.7	-1.7	-9.4	NaN	4.1	0	401.667168036431
2018-11-21	-9.6	-6.8	-11.3	NaN	3.1	0	401.66550993357
2018-11-22	-10.1	-7.8	-12.3	NaN	2.9	0	400.243262411957
2018-11-23	-7.8	-3	-15.7	NaN	3.6	0	401.154729388618
2018-11-24	-3.5	-2.6	-4.1	NaN	4.2	0	400.756001346115
2018-11-25	-5.9	-3.2	-9.6	NaN	3.7	0	400.9534722578
2018-11-26	-6.7	-2.9	-12.4	NaN	3.4	0	401.225100840782
2018-11-27	-12.3	-8.5	-16	NaN	2.2	0	402.013580975257
2018-11-28	-15.2	-13.1	-16.1	NaN	1.8	0	402.130986408204
2018-11-29	-3.6	0.1	-15.9	NaN	4.7	0	403.869317947793
2018-11-30	1.4	2.2	0	NaN	6.5	0	407.148999712587
2018-12-01	1.8	2.2	1.2	NaN	6.7	0	408.948465635248
2018-12-02	1.4	1.8	0.3	NaN	6.5	0	406.389928056034
2018-12-03	0.3	2.3	-1.5	NaN	6	0	409.168621221911
2018-12-04	-1.1	0.2	-1.9	NaN	5.4	0	413.466795933518
2018-12-05	-3	-0.8	-6.8	NaN	4.8	0	401.550082473721
2018-12-06	-6.9	-2.2	-13.3	NaN	3.7	0	401.87322974877
2018-12-07	-6.2	-0.5	-14.8	NaN	3.9	0	404.037086623174
2018-12-08	-1.3	-0.9	-1.6	NaN	5.4	0	406.688712969351
2018-12-09	0.1	0.4	-0.9	NaN	6	0	406.299874792342
2018-12-10	0.3	1.1	-1.2	NaN	6	0	407.95432199424
2018-12-11	-3.7	-1.2	-8.9	NaN	4.6	0	405.94109212969
2018-12-12	-14.3	-8.4	-19.5	NaN	2.1	0	404.649083250297
2018-12-13	-18.5	-16.6	-21	NaN	1.4	0	405.012723486178
2018-12-14	-21.9	-17.8	-23.7	NaN	1	0	404.297944065519
2018-12-15	-21.9	-16.9	-25.5	NaN	1	0	404.350787934282
2018-12-16	-8.7	-3.7	-16.8	NaN	3.1	0	405.665813646823
2018-12-17	-4.4	-2.3	-5.7	NaN	4.3	0	406.655452992655
2018-12-18	-2.5	-1.5	-3.3	NaN	4.9	0	411.101061771713
2018-12-19	-3	-2.5	-3.7	NaN	4.8	0	409.847888518287
2018-12-20	-3.3	-2.3	-4.2	NaN	4.6	0	410.490207538295
2018-12-21	-6.3	-3.9	-8.5	NaN	3.7	0	410.574875231668
2018-12-22	-8.5	-8	-9.8	NaN	3.1	0	408.489092806975
2018-12-23	-16.1	-8.5	-21.3	NaN	1.8	0	407.876737141831
2018-12-24	-13.8	-9	-17.8	NaN	2	0	406.91056582666
2018-12-25	-5	-0.5	-9	NaN	4.3	0	403.247725213557
2018-12-26	-3	-1	-5.7	NaN	4.9	0	402.363969444172
2018-12-27	-2.6	0	-6.5	NaN	5.2	0	402.88519473156
2018-12-28	-4.3	-1.1	-8.8	NaN	4.7	0	402.840902495666
2018-12-29	-3.6	-1.2	-6.7	NaN	4.8	0	402.735965474002
2018-12-30	-11	-4.8	-15.8	NaN	2.8	0	402.626001920041
2018-12-31	-7	-0.2	-16.1	NaN	3.9	0	403.136978303913
