Date	airTmean	airTmax	airTmin	Radiation	VP	Veg	CO2
2016-05-07	11.5	19.1	2.6	16.4	6.7	1	401.6566359375
2016-05-08	13.2	23	0.9	20.3	7	1	400.68046875
2016-05-09	10.2	18.5	2.5	20.2	5.7	1	402.354211979167
2016-05-10	6.5	10.4	2.6	8.8	7.4	1	403.465079
2016-05-11	6.6	13.2	-0.9	21.4	5	1	401.915696354167
2016-05-12	7.8	16.9	-2.1	21	6.4	1	401.442409020833
2016-05-13	5.6	12	-1.6	19.2	5.1	1	402.415584895833
2016-05-14	3.9	9.6	-3.1	10	5.5	1	401.1004415
2016-05-15	8	14.4	-1.3	22.6	4.9	1	401.7582484375
2016-05-16	7.9	11.2	3.9	6.9	5.9	1	400.380138020833
2016-05-17	6.3	12.1	-2.5	17.4	4.8	1	402.267594270833
2016-05-18	2.4	6	-3.2	7.5	6	1	401.158897916667
2016-05-19	3.1	7.8	-1.3	5.9	7.2	1	399.6952703125
2016-05-20	6.4	14	-2.7	23.3	5.2	1	400.789790625
2016-05-21	9.7	16	3	10.7	9	1	397.722175
2016-05-22	11.6	20.8	2.6	21.1	8.8	1	399.388527604167
2016-05-23	11.7	17.5	8.2	10.3	11.8	1	400.064914847826
2016-05-24	10.6	14.8	7.6	10.8	9.1	1	401.465616666667
2016-05-25	10.8	13.9	7.1	8.3	7.7	1	400.634653333333
2016-05-26	12.3	17.5	5.9	22.2	6.7	1	401.110565104167
2016-05-27	11.8	16.8	5.6	25.6	6.4	1	399.8021296875
2016-05-28	12.8	19.3	6.4	13	9	1	397.367788541667
2016-05-29	14	22.5	4.7	23.9	10	1	394.958052604167
2016-05-30	14.6	22.4	5.4	17.7	11.2	1	392.037447916667
2016-05-31	17.4	25.5	8	20.9	11.2	1	391.0123359375
2016-06-01	18.4	26.9	10.6	23	12.8	1	395.6342774375
2016-06-02	17.8	24.6	10.3	20.9	12.1	1	397.073263541667
2016-06-03	13.4	19	5.9	26.9	6	1	399.645374479167
2016-06-04	9.5	15.7	4.7	22.1	5	1	400.1950703125
2016-06-05	7.8	14	0.5	20.9	4.8	1	401.051863375
2016-06-06	10.2	19.4	-1	25.1	6.1	1	399.294627604167
2016-06-07	14.9	21	4.5	20.2	8.1	1	399.576280729167
2016-06-08	7.9	12	3.9	16.2	4.9	1	401.321008854167
2016-06-09	7.1	11.1	2.1	13.2	5.1	1	401.4595671875
2016-06-10	5.7	9.4	1.7	9.2	8.3	1	400.648602083333
2016-06-11	8.7	14.5	3.1	15.9	7.9	1	398.375746
2016-06-12	10.4	17.1	1.3	17.1	7.4	1	395.2022796875
2016-06-13	11.7	19.2	2.1	22.9	6.8	1	395.3444875
2016-06-14	11.1	16.8	4.7	22	5.9	1	398.865547916667
2016-06-15	13.3	21.2	3.2	22.1	7.4	1	395.117969791667
2016-06-16	14.1	22.1	7.4	18.1	10.3	1	391.766752564103
2016-06-17	12.2	13.3	10.7	3.5	13.5	1	399.664123958333
2016-06-18	13.1	14.7	11.7	5.8	14.3	1	399.554908333333
2016-06-19	12.2	14.2	8.7	6.6	12.1	1	397.1271328125
2016-06-20	10.9	17.3	4.1	19.4	8.1	1	397.068317708333
2016-06-21	11.8	15.7	9.3	6.8	12.8	1	395.061329166667
2016-06-22	14.5	20.7	8.1	24.5	9.5	1	395.528796354167
2016-06-23	14.3	19.6	7.2	13.4	12.4	1	392.791938967742
2016-06-24	14.5	22.3	7.6	15.3	14.4	1	391.072249313447
2016-06-25	15.1	21.5	11.5	13.6	15.1	1	392.038972916667
2016-06-26	17.9	24.1	10.1	20	13	1	391.759563802083
2016-06-27	13.4	16.3	12	4.2	13.2	1	389.754982106884
2016-06-28	15.4	22.3	10.2	20.6	13	1	391.27853671875
2016-06-29	15.1	21.3	8.9	21.8	11.7	1	389.875307843056
2016-06-30	14.8	19	10.4	13.2	12.6	1	389.376480641844
2016-07-01	15.4	20.1	11.4	15	13.8	1	390.292678457428
2016-07-02	15.1	19.7	13.3	7.6	15.8	1	388.849579427083
2016-07-03	14.7	19.9	7.9	20.2	12.7	1	390.550061959135
2016-07-04	14.6	20.4	6.2	19.9	9.6	1	393.134908072917
2016-07-05	15.1	18.9	11.8	16.8	9.4	1	392.124347572917
2016-07-06	13.7	17.1	11	12.7	9.3	1	390.643469708333
2016-07-07	13.3	18.4	8.4	13.3	9.9	1	391.727778645833
2016-07-08	11.5	13.4	9.7	6.9	12.5	1	390.589424395833
2016-07-09	14	20.8	8.9	16.2	13.4	1	389.744489686853
2016-07-10	15.2	21.5	9.4	19.6	13.3	1	389.412849086494
2016-07-11	15.6	22.2	6.5	24.1	10.8	1	390.171459027778
2016-07-12	17.2	23.3	11.2	19	12.6	1	388.064741219758
2016-07-13	16.3	24.1	9.7	16.2	14.5	1	390.341646689716
2016-07-14	15.6	24.6	11.5	15.6	14.7	1	389.595936889535
2016-07-15	15	21.2	10.2	11.9	14.9	1	388.865568584821
2016-07-16	15	21.1	9.1	17.2	13	1	388.587174368771
2016-07-17	13	18	8.7	14.1	11.8	1	388.992632291667
2016-07-18	12.9	19.4	6.2	18.7	9.5	1	389.031898721591
2016-07-19	13.1	19.9	6.3	24.7	8.5	1	389.618008799283
2016-07-20	15.7	24.2	4.8	22	9.1	1	385.8353
2016-07-21	16.8	25.1	7.5	24.1	9.3	1	386.055375
2016-07-22	16.4	24.3	7.1	23.8	9.3	1	386.981606173913
2016-07-23	18.5	26.8	7.6	21.7	12.8	1	389.749104166667
2016-07-24	19.6	27.8	10.9	21.9	13.7	1	387.0014125
2016-07-25	19.5	27.1	12.3	21.2	15.9	1	387.614544047619
2016-07-26	20	27.9	14.7	17.7	17.1	1	392.33367835
2016-07-27	17.7	23.7	9.4	15.7	15.5	1	386.2294658
2016-07-28	16.2	24	8	14.2	13.3	1	387.56923125
2016-07-29	16.3	21.4	10.5	10.5	16.4	1	387.929911111111
2016-07-30	17.5	23.5	10.4	18.6	15.2	1	388.935019791667
2016-07-31	16.2	22.6	8.7	15.4	15.4	1	388.121703125
2016-08-01	13.1	21.8	6.2	17.5	10.7	1	392.311847727273
2016-08-02	10.9	18.7	4.5	10.8	10.9	1	389.774839434524
2016-08-03	13.6	21.1	6.3	17.9	10.9	1	386.3238165
2016-08-04	13.8	20.1	7	16.2	12.3	1	385.7687875
2016-08-05	14.1	22	6.7	15.1	12.5	1	386.934196643519
2016-08-06	13.4	17.9	7.7	9.7	14.4	1	386.9051125
2016-08-07	15.2	21.7	8.4	20.4	12	1	388.2488833125
2016-08-08	14.7	19.8	8.3	11.5	14.2	1	386.2258825
2016-08-09	12	16.2	9.9	5.2	13.2	1	387.953252
2016-08-10	9.1	14.8	4.5	8.5	10.2	1	385.738098111111
2016-08-11	8.1	14.6	0.8	12.1	8.9	1	385.8106992
2016-08-12	9	15.7	0.8	16.6	7.9	1	386.446978125
2016-08-13	10.1	12.5	7.3	4.5	11.8	1	386.625084764706
2016-08-14	10.6	15.8	6.4	9.7	10.7	1	386.3647
2016-08-15	12.6	18.7	7.3	12.9	10.6	1	387.703291911765
2016-08-16	14.7	20.8	7.3	20.1	9.9	1	389.11089375
2016-08-17	11.2	12.6	10.1	4.6	10.3	1	386.626390277778
2016-08-18	13	16.4	8.9	8.2	13	1	385.2758915
2016-08-19	13.4	16.1	10.9	6	14.2	1	386.833162347826
2016-08-20	13.6	17.5	11.6	7.6	14.1	1	388.019423821429
2016-08-21	13.8	17.3	11.7	5.5	14.3	1	389.525001923077
2016-08-22	12.7	14.4	10.5	2.8	14	1	389.1238746
2016-08-23	13.9	21.2	8.7	15.4	12.6	1	389.671096428571
2016-08-24	12.3	18.3	8.2	11.6	10.7	1	387.490823428571
2016-08-25	13.7	20.1	9.3	12.3	12.3	1	387.674359210526
2016-08-26	12	19.5	5.1	14.9	10.5	1	385.841354545455
2016-08-27	11.1	14.3	7.8	5.7	11.6	1	391.33085
2016-08-28	8.5	15.2	1.3	15.4	7.9	1	386.200185222222
2016-08-29	7.5	16.6	0.2	14.6	7.8	1	390.408557332986
2016-08-30	8.4	17.5	1.1	10.8	8.7	1	386.671518
2016-08-31	10.8	18.9	1.9	8.4	10.9	1	387.472361111111
2016-09-01	13.7	20.6	7.3	13.6	11.4	1	389.397911294118
2016-09-02	10	16.8	1.9	11	9.5	1	386.580108307692
2016-09-03	8.8	17.3	-0.8	12.4	8.3	1	385.81110125
2016-09-04	12.7	17	9.4	8.4	11.4	1	387.175140909091
2016-09-05	7.7	14.7	0	14.9	6.8	1	386.267579166667
2016-09-06	6.9	12.3	-1.3	5.4	9.2	1	387.929382714286
2016-09-07	12.3	17.3	7.7	11.1	10	1	386.923179461538
2016-09-08	10.6	17.4	5.1	13.8	8.8	1	385.19705
2016-09-09	10.3	12.9	6.7	3.4	11.4	1	386.544085566667
2016-09-10	11.8	13.8	9.5	2.5	13.3	1	390.516695479167
2016-09-11	11.6	14.7	7.4	2.1	12.7	1	393.843499613636
2016-09-12	9.6	15.8	2.6	11.5	8.4	1	386.599447058824
2016-09-13	9.2	18.6	1.2	12.2	8.6	1	385.875191666667
2016-09-14	10.3	17.9	3.1	11.5	9.6	1	386.982775
2016-09-15	10.6	16.4	3.7	11.7	9.4	1	391.761977333333
2016-09-16	6.2	13.2	-1.2	11.4	7.5	1	386.298566666667
2016-09-17	4	12.7	-2.2	9.4	6.9	1	403.685814416667
2016-09-18	9.3	19.6	-0.1	10.3	10.2	1	388.997211309524
2016-09-19	14.4	20.1	9.7	7.1	13.5	1	391.063709208333
2016-09-20	12.8	15.9	10.6	3.3	13.5	1	401.363713708333
2016-09-21	11.5	13.1	9.8	2.1	12.6	1	397.043993916667
2016-09-22	9.8	12.5	6.2	3	11.1	1	393.9772785
2016-09-23	6.7	8	5.2	2.1	8.4	1	391.619060083333
2016-09-24	6.3	10	3.7	4.5	8.2	1	391.330533520833
2016-09-25	7.8	14.5	3.8	4.8	9.8	1	394.278394958333
2016-09-26	8	11.3	2.4	3.3	10.5	1	393.610831083333
2016-09-27	11.1	14.1	9.4	4.5	12.3	1	394.423565979167
2016-09-28	10.4	12.3	5.7	2.1	12.1	1	389.0592595625
2016-09-29	5.9	9.8	1	3.2	8.9	1	389.107839916667
2016-09-30	6.2	11.7	-0.1	6.3	7.8	1	389.31478646875
2016-10-01	5.6	13.7	-1	6.7	6.8	1	387.400402515152
2016-10-02	4.4	10.8	-0.7	7.7	6.3	1	386.947175862069
2016-10-03	2.2	9.7	-2	5.5	6	1	386.3109836875
2016-10-04	0.5	8	-4	7.9	5.1	1	386.67159032
2016-10-05	0.4	10.9	-5.1	8.4	4.9	1	385.743789705882
2016-10-06	5	11.8	-2.2	5.4	7.7	1	387.574718181818
2016-10-07	6.1	10.9	2.9	6.4	7.6	1	388.614216666667
2016-10-08	5	6.6	3.5	2.4	6.8	1	387.8344413125
2016-10-09	4.5	5.5	2.5	NaN	6.9	0	388.228302604167
2016-10-10	4	7	-2.7	NaN	6.7	0	387.762596020833
2016-10-11	-1.9	1	-5.6	NaN	5.1	0	388.832849645833
2016-10-12	-1.7	7.3	-6.3	NaN	5	0	390.268081770833
2016-10-13	-0.2	8.8	-3.8	NaN	5.7	0	389.164749145833
2016-10-14	-0.7	8	-4.5	NaN	5.5	0	390.1113625
2016-10-15	0.1	3.1	-4.9	NaN	6	0	390.202715625
2016-10-16	3.7	5	2.7	NaN	7	0	392.775619625
2016-10-17	3.4	4	1.9	NaN	6.2	0	392.825447583333
2016-10-18	4.4	7.2	-0.4	NaN	7.3	0	393.236818583333
2016-10-19	4.9	7.4	2.2	NaN	8.2	0	395.429488708333
2016-10-20	4.5	5.4	2.9	NaN	8.1	0	397.6823283125
2016-10-21	1.5	3	0.2	NaN	6.4	0	396.737596520833
2016-10-22	0.5	2.4	-0.5	NaN	5.7	0	395.200209395833
2016-10-23	0.6	1.5	-0.7	NaN	5.8	0	396.7277765625
2016-10-24	1.9	2.9	0.7	NaN	6.7	0	398.968058145833
2016-10-25	1.6	3.1	0	NaN	6.6	0	397.987791145833
2016-10-26	0.3	2.8	-1.5	NaN	6	0	399.456239583333
2016-10-27	1.1	3.5	-0.9	NaN	6.4	0	402.191876395833
2016-10-28	1.1	3.6	-1.9	NaN	6.4	0	393.609511625
2016-10-29	0.1	3.4	-3.4	NaN	5.6	0	391.651802083333
2016-10-30	-1.3	2.3	-4.6	NaN	5.1	0	392.6425421875
2016-10-31	-2.6	0.1	-5.3	NaN	4.8	0	397.195344270833
2016-11-01	-2.1	-0.5	-3.5	NaN	5	0	397.638682979167
2016-11-02	-1.5	0.2	-2.9	NaN	5.2	0	401.791647208333
2016-11-03	-2.9	-1.2	-4.8	NaN	4.4	0	394.782774479167
2016-11-04	-4.1	-2.7	-6.9	NaN	4.2	0	397.6961038125
2016-11-05	-8.8	-6.8	-10	NaN	2.8	0	395.4895359375
2016-11-06	-8.7	-6.8	-10.4	NaN	2.8	0	394.547106583333
2016-11-07	-7.8	-5.8	-10.3	NaN	3	0	395.784992708333
2016-11-08	-6.6	-5.3	-8.4	NaN	3.3	0	395.103390270833
2016-11-09	-5.8	-5.1	-6.6	NaN	3.6	0	396.772969270833
2016-11-10	-5.3	-4.3	-6.6	NaN	3.8	0	403.757955041667
2016-11-11	-8.7	-5.9	-13.8	NaN	2.8	0	401.8003703125
2016-11-12	-12.7	-8.8	-15.3	NaN	2.2	0	397.942239583333
2016-11-13	-2.6	-1	-9.5	NaN	4.9	0	401.893538895833
2016-11-14	-0.1	0.9	-1.2	NaN	5.9	0	402.5422921875
2016-11-15	0.3	1.9	-2.2	NaN	6.1	0	406.661252270833
2016-11-16	-1.3	1.9	-4.1	NaN	5.6	0	397.431266666667
2016-11-17	0.3	1	-1.3	NaN	6.1	0	402.0592375
2016-11-18	-0.7	1.2	-3.7	NaN	5.7	0	398.283520833333
2016-11-19	0.2	0.9	-0.3	NaN	6.1	0	399.836499291667
2016-11-20	0	1.2	-1.7	NaN	6	0	395.459909895833
2016-11-21	1.2	3.3	-0.1	NaN	6.5	0	399.588004875
2016-11-22	0.3	3.9	-3.5	NaN	6.2	0	400.923357291667
2016-11-23	1.1	3	-0.5	NaN	6.4	0	406.752619791667
2016-11-24	-5	-0.6	-8.9	NaN	4	0	397.671231791667
2016-11-25	-5.5	0	-11.5	NaN	4	0	396.833043395833
2016-11-26	-0.9	0.7	-5	NaN	5.6	0	394.1857024375
2016-11-27	-6.1	-3.7	-7.8	NaN	3.3	0	394.255534020833
2016-11-28	-4	-2	-7.2	NaN	4.2	0	393.44665
2016-11-29	-2.4	0.2	-5.6	NaN	5	0	400.820133499557
2016-11-30	-1.4	0.5	-3.4	NaN	4.4	0	404.316390052305
2016-12-01	-2.7	0.5	-6.6	NaN	4.2	0	404.872286369681
2016-12-02	-6.1	-1.2	-14.3	NaN	3.2	0	396.784926470588
2016-12-03	-17	-11.6	-21.3	NaN	1.4	0	396.1071614375
2016-12-04	-7.1	4	-20.4	NaN	3.9	0	396.803429
2016-12-05	-0.6	4.6	-8.2	NaN	4.4	0	395.353755895833
2016-12-06	-12	-2.8	-15.1	NaN	2.2	0	395.039928125
2016-12-07	0	1.9	-3.1	NaN	5.4	0	394.627123791667
2016-12-08	-3.6	-0.8	-5.9	NaN	4.5	0	395.603554854167
2016-12-09	-4.7	-0.9	-10.7	NaN	3.9	0	394.885945833333
2016-12-10	-15.8	-9	-19.9	NaN	1.6	0	394.082264583333
2016-12-11	-21.3	-19.2	-22.7	NaN	1	0	394.237629166667
2016-12-12	-11.2	-6	-21.1	NaN	2.3	0	394.945496520833
2016-12-13	-9.1	-3.8	-14.3	NaN	3	0	395.278735583333
2016-12-14	-4.7	-2.3	-8.3	NaN	4.2	0	394.661959729167
2016-12-15	-6.2	-1.2	-9.1	NaN	3.8	0	394.6358125
2016-12-16	-4.5	-0.9	-6.7	NaN	4.3	0	395.901975520833
2016-12-17	-4.1	-1.6	-6.3	NaN	4.4	0	396.637815104167
2016-12-18	-2.7	0.1	-5.2	NaN	5	0	395.428211979167
2016-12-19	1.9	4.4	-0.4	NaN	6.8	0	395.1973046875
2016-12-20	0.1	5.4	-3.8	NaN	6.2	0	396.647506770833
2016-12-21	-1.1	0.6	-3.7	NaN	5.5	0	399.171800520833
2016-12-22	-6.9	-3.2	-8.7	NaN	3.7	0	399.727345833333
2016-12-23	-6.7	-3.7	-9.4	NaN	3.6	0	395.421372916667
2016-12-24	-3.1	-0.2	-9.1	NaN	4.8	0	396.563439583333
2016-12-25	-9.5	-5.2	-14.6	NaN	2.9	0	395.4914515625
2016-12-26	-7.9	-4	-11.7	NaN	3.3	0	395.257324479167
2016-12-27	-5.3	-2.1	-12.5	NaN	3.9	0	395.9865359375
2016-12-28	-5	-2.4	-8	NaN	4	0	397.4141703125
2016-12-29	-2.3	0.1	-4.1	NaN	5	0	397.163878125
2016-12-30	0.2	5	-3.7	NaN	5.7	0	396.520008333333
2016-12-31	1.3	2.9	-3.9	NaN	4.8	0	395.657830208333
